7.177209660317104500e+00,1.000000000000000000e+00,-5.959582377043554757e+00
9.803668878304423018e+00,1.000000000000000000e+00,-1.259061799790477920e+01
1.085394558330183656e+01,1.000000000000000000e+00,8.546257428876373297e+00
8.797139162528125667e+00,1.000000000000000000e+00,5.188621078714030332e+00
9.824048256429295023e+00,1.000000000000000000e+00,1.158025063845807168e+01
8.624649233025811768e+00,1.000000000000000000e+00,2.240459425683516059e+01
8.530783942132043052e+00,1.000000000000000000e+00,-5.564929510136339630e+00
9.607415091724718081e+00,1.000000000000000000e+00,2.122503890858459030e+01
7.995717430595129294e+00,1.000000000000000000e+00,1.780352986486926170e+01
6.908951182778615419e+00,1.000000000000000000e+00,3.618332780769852430e+00
8.397898568391712004e+00,1.000000000000000000e+00,1.217870624535565227e+01
1.253058222489698181e+01,1.000000000000000000e+00,6.122185692408819158e-01
9.773434705547993318e+00,1.000000000000000000e+00,3.693377012705071349e-01
8.210412605252880525e+00,1.000000000000000000e+00,-2.514443095771459635e+00
6.251206397656556391e+00,1.000000000000000000e+00,1.682425729106747481e+00
1.090352678388411611e+01,1.000000000000000000e+00,-3.753647261736128726e+00
8.924611545157775438e+00,1.000000000000000000e+00,-2.887221604398805930e+00
8.435481761785958099e+00,1.000000000000000000e+00,-5.786236032151313324e+00
5.022861742370538174e+00,1.000000000000000000e+00,-1.764264083508597736e+01
7.641483494678524835e+00,1.000000000000000000e+00,-1.088671766353208525e+01
8.169390908629686976e+00,1.000000000000000000e+00,-8.385794369164923268e+00
1.041122274541888792e+01,1.000000000000000000e+00,-2.319175303991854520e+01
1.390931918131322398e+01,1.000000000000000000e+00,1.928153617693785016e+00
1.255651259530810293e+01,1.000000000000000000e+00,-1.011231633891006432e+01
1.090104022185220067e+01,1.000000000000000000e+00,7.386817924091252152e+00
8.994448316817726052e+00,1.000000000000000000e+00,-1.291627887908529448e+00
9.721933370783121475e+00,1.000000000000000000e+00,5.046717886174176826e+00
1.002201807908553910e+01,1.000000000000000000e+00,3.016421750474974406e+00
1.068490596152591010e+01,1.000000000000000000e+00,-1.010634573352659160e+00
1.605671167496996787e+01,1.000000000000000000e+00,2.394294680310770573e+01
8.617233991807793814e+00,1.000000000000000000e+00,9.725238614624487354e+00
1.228114943607057796e+01,1.000000000000000000e+00,7.777374557740515115e+00
1.055829550676954476e+01,1.000000000000000000e+00,1.577140284663293812e+01
1.101476885262044902e+01,1.000000000000000000e+00,6.506278287552114570e+00
9.875528675598472361e+00,1.000000000000000000e+00,7.106095627871224174e+00
9.461642785619353901e+00,1.000000000000000000e+00,-6.951579876539324410e+00
9.862506785800858822e+00,1.000000000000000000e+00,2.084659878590078463e+01
9.814572697683811242e+00,1.000000000000000000e+00,1.975304392328598979e+01
9.498846588441850258e+00,1.000000000000000000e+00,1.576922930619663710e+00
1.067709441896075084e+01,1.000000000000000000e+00,1.926487715547737345e+00
1.241909380608531777e+01,1.000000000000000000e+00,-4.193281484241653700e+00
7.655946234417670304e+00,1.000000000000000000e+00,1.803894131244748067e+00
7.080742214145844926e+00,1.000000000000000000e+00,-5.975612110566336455e+00
9.692209593801727863e+00,1.000000000000000000e+00,-5.652748066094396506e+00
1.040453493518951333e+01,1.000000000000000000e+00,1.867415983685885195e+01
1.377195167895527916e+01,1.000000000000000000e+00,1.938318181616831382e+01
8.786144154644276227e+00,1.000000000000000000e+00,-1.786726637448029287e+00
9.420223784661743593e+00,1.000000000000000000e+00,5.091496746456751765e+00
9.839454055653481745e+00,1.000000000000000000e+00,7.060031377005991260e+00
1.142072259026666003e+01,1.000000000000000000e+00,4.529102778406087992e+00
8.955050994196460223e+00,1.000000000000000000e+00,-3.862844957302865367e+00
1.002529223890675603e+01,1.000000000000000000e+00,1.460248828909103125e+01
1.043400024515263702e+01,1.000000000000000000e+00,-5.542083655479633109e+00
9.941746830519662126e+00,1.000000000000000000e+00,-1.327540871070016060e+00
1.014777369644563620e+01,1.000000000000000000e+00,7.453288967698547651e+00
