1.065874776089953357e+01,7.000000000000000000e+00,5.793732391818172900e+00,1.647675623966989633e+01,2.587683627638331245e+02
1.015435152303444966e+01,7.000000000000000000e+00,2.808634185675351613e-01,1.113867018464749314e+01,1.240239973976405992e+02
8.640897901414751558e+00,7.000000000000000000e+00,6.701991449318661864e+00,1.756015780913087454e+01,3.017927415790926489e+02
8.382012194991947496e+00,7.000000000000000000e+00,8.732377421812964613e+00,1.621918643696317375e+01,2.572017968418756482e+02
1.205905068575090766e+01,7.000000000000000000e+00,7.511686878788592647e-01,1.157486084064973753e+01,1.419591050746569181e+02
8.481216329931616116e+00,7.000000000000000000e+00,7.533052419728754501e+00,1.404964025555227991e+01,2.064651320216957799e+02
1.152319157748387823e+01,7.000000000000000000e+00,9.929121756738680915e+00,2.233235213605216529e+01,4.863717063007717911e+02
1.073776230761667350e+01,7.000000000000000000e+00,1.293328661010437752e+00,1.053096590221448814e+01,1.075190376620856370e+02
7.964826627597190623e+00,7.000000000000000000e+00,8.525637842943840639e+00,1.806138221688435763e+01,3.296958565254636255e+02
8.605944778970552989e+00,7.000000000000000000e+00,2.914003435761997274e+00,1.062066903246548577e+01,9.071681347504572557e+01
1.050337069140368307e+01,7.000000000000000000e+00,1.153261743560620722e+00,1.105438111068337825e+01,1.189168577557534690e+02
1.094176868704920480e+01,7.000000000000000000e+00,3.074168140981770048e+00,1.256125024069697638e+01,1.591662475900313609e+02
1.106857138962267229e+01,7.000000000000000000e+00,9.343119813848463906e+00,2.090596605532516605e+01,4.343384529475912359e+02
1.098351825433044482e+01,7.000000000000000000e+00,6.620998117819265616e-01,1.146005407978290869e+01,1.264927632288787009e+02
1.031445156460225476e+01,7.000000000000000000e+00,9.160140529439386725e-01,1.235744330866390861e+01,1.615898581011192050e+02
8.123712339777121372e+00,7.000000000000000000e+00,3.527088161334324123e+00,1.153030036562305582e+01,1.321024055088189186e+02
9.974752834711772209e+00,7.000000000000000000e+00,6.738551200893898141e+00,1.811576860575852876e+01,3.239168266345373013e+02
9.793630155067447163e+00,7.000000000000000000e+00,9.741136127285130897e+00,2.070141667061392710e+01,4.472816872977191451e+02
1.132093204729529390e+01,7.000000000000000000e+00,9.733695733213838963e+00,2.047205822413024734e+01,4.214560572466199346e+02
9.223701751733397458e+00,7.000000000000000000e+00,2.384062680926041011e+00,1.257819987268472595e+01,1.522156772204115782e+02
8.849100632232101304e+00,7.000000000000000000e+00,4.010872098709318045e+00,1.410982746647495034e+01,2.109371403956477877e+02
1.200505375304805433e+01,7.000000000000000000e+00,2.720872751161615977e+00,1.342318219971199866e+01,1.857819977954808053e+02
1.009459339219369234e+01,7.000000000000000000e+00,5.913473417632308937e+00,1.746933901661359911e+01,3.028267926400363876e+02
1.106596699948594065e+01,7.000000000000000000e+00,4.212457589252979417e+00,1.589402485614342986e+01,2.586747392078805206e+02
1.233758121896287285e+01,7.000000000000000000e+00,9.435338005693111540e+00,2.217734081849951977e+01,4.971207350426236076e+02
1.245296155214526479e+01,7.000000000000000000e+00,6.098550191218452099e+00,1.911881082874757709e+01,3.686755130420846740e+02
