9.567248464062801716e+00,4.300339114866048362e+00,9.438508613947327319e-01,1.037249203484692828e+01,1.056040222242538533e+02
8.597218544548008268e+00,4.541073982864849867e+00,8.208171447873420234e+00,1.565256802471005138e+01,2.470240714184199362e+02
1.451148293770374664e+01,7.981622312241432482e+00,7.234558083996517119e+00,2.077846376479862656e+01,4.370787696135126907e+02
1.155709516194422370e+01,5.874178088063668035e+00,8.958522176748517918e-01,1.233246074008263093e+01,1.601239450967291589e+02
1.083702119624785354e+01,5.594843532623565707e+00,1.974640176004197611e+00,1.138485707551287618e+01,1.257805179221442131e+02
1.116415663815569026e+01,6.462151126426546099e+00,2.092562613091475399e-01,1.268586669890110485e+01,1.531363216009674488e+02
1.133926516396662088e+01,5.124890789391137957e+00,9.495586436764842375e+00,2.069786642581644642e+01,4.158767985671247516e+02
1.145516913900591049e+01,5.880136542251234388e+00,5.498307052097549885e+00,1.762951284807785157e+01,3.015242420702283539e+02
1.131983016061060354e+01,6.300562372371844688e+00,2.216595773481383702e+00,1.298159511505678765e+01,1.674292856132113343e+02
8.250157957103155582e+00,4.329364533211434107e+00,8.323636894816825560e+00,1.662158807984441822e+01,2.709827681848303200e+02
1.011401878840911017e+01,4.544515787091849113e+00,8.338722641067787933e+00,1.922938159624365539e+01,3.796000073686192877e+02
1.132808113610286149e+01,6.636314296408425406e+00,8.956699724051574663e+00,2.052066166751154341e+01,4.317905095499792765e+02
9.606268942525462151e+00,4.099298026978670961e+00,9.823969405603440563e+00,1.673158563614045846e+01,2.937960814682619457e+02
8.041815696181551232e+00,4.609969958407495128e+00,7.419600582001346645e+00,1.629746525092355824e+01,2.729199710681068041e+02
1.105126227846134412e+01,5.932184368724532142e+00,4.280732075557888372e+00,1.568269966600233545e+01,2.253314651891059270e+02
1.100235632609068759e+01,6.155104416691491664e+00,7.392492880962918456e+00,1.831296404812752598e+01,3.423990743878798071e+02
1.334066052616707054e+01,5.687721082487804836e+00,6.508333113869348985e+00,2.046060935824579019e+01,4.232784820230930904e+02
1.003835061515715843e+01,4.997920971660516187e+00,7.024534440826398551e+00,1.709192925342917491e+01,2.909569309116017166e+02
8.726775060931442951e+00,3.722855177293982631e+00,8.982475378590267567e+00,1.489867507323710605e+01,2.221595090207363228e+02
9.813445929459183148e+00,5.683355792723968847e+00,9.305414465816404856e+00,1.766192132905262824e+01,3.056125473662018521e+02
1.060867916607528016e+01,5.192773660652553858e+00,3.369222531717234403e+00,1.396347707772624247e+01,1.894592764997109384e+02
1.134006968051617470e+01,5.567717713619559916e+00,3.451585420561945838e+00,1.560898194723012899e+01,2.427224527166324322e+02
1.019594920224572654e+01,4.112173729041353809e+00,7.560017744960053854e+00,1.749959901079519398e+01,3.114294871705283185e+02
1.061660391719595253e+01,6.087917110677060428e+00,8.632160915284055491e+00,1.996329879020404263e+01,4.056012188929042281e+02
1.252590588836910790e+01,7.065795530506076005e+00,9.598417434446307794e+00,2.081470937210740146e+01,4.229461357465664832e+02
1.222423675499153006e+01,5.755956593153326750e+00,9.346499379037350508e+00,2.077112027002306860e+01,4.420038743478359038e+02
5.515215548506888332e+00,2.224196396156479238e+00,3.527824736439267639e+00,9.526907623200372655e+00,9.439676865217224133e+01
1.335443282919759334e+01,6.277120464141869860e+00,4.209565575264686998e+00,1.557985848649630434e+01,2.261455233088368857e+02
8.496975407896066201e+00,3.914123553965145774e+00,4.350185352180853116e+00,1.226280204521539119e+01,1.460538416083490745e+02
9.632030928188044072e+00,5.146490668082515541e+00,1.963993834356692059e-01,9.129239710172029731e+00,8.745275865784061864e+01
7.631404238987038013e+00,4.376508361550306425e+00,2.222926502982201846e+00,8.391817086393414726e+00,9.027041183354687348e+01
9.182488976246128587e+00,4.502515437860237668e+00,6.579794957037082170e+00,1.501101531073891060e+01,2.248254090567590140e+02
1.052848783389394427e+01,5.576560147857809291e+00,4.977564704341191693e+00,1.490698813386800303e+01,2.384333167156966624e+02
9.411102183359988160e+00,5.489946530414260728e+00,6.794117704558534143e+00,1.630800101872440422e+01,2.581269548282754727e+02
1.075601785741158878e+01,5.184452677707644952e+00,7.127258211542278232e+00,1.890455648121633558e+01,3.483080754662766481e+02
8.558527794201797434e+00,4.220908305979202524e+00,9.918686174024027302e-01,8.402859090062309022e+00,7.832161194371619217e+01
9.002750070727529419e+00,3.850593302014543085e+00,6.766544129159365539e+00,1.512131214082576314e+01,2.305836792396755754e+02
