6.664703770930584525e+00,4.170060985688495592e+00,2.000000000000000000e+00,8.831968275757432707e+00,6.965824420378369553e+01
8.902739324266496723e+00,4.844458385625340036e+00,2.000000000000000000e+00,1.082480827187922046e+01,1.011014320374924012e+02
1.140212115218181843e+01,5.863203560290519256e+00,2.000000000000000000e+00,1.331250501291168398e+01,1.686159888363849859e+02
1.162424940755687430e+01,5.911541093221979182e+00,2.000000000000000000e+00,1.372689723811940787e+01,2.017667502032187770e+02
1.266250677160734028e+01,5.456886995627795223e+00,2.000000000000000000e+00,1.368625190215139753e+01,1.618931922085307633e+02
1.011089814012906984e+01,5.821321364976872914e+00,2.000000000000000000e+00,1.275313008752766919e+01,1.672812833319556773e+02
9.831178730298443469e+00,5.142739687046672614e+00,2.000000000000000000e+00,1.047633235842592647e+01,1.023029487960915702e+02
1.133916959164397298e+01,4.962888291513097627e+00,2.000000000000000000e+00,1.464921026846027807e+01,2.208009450515284868e+02
1.067177511732492690e+01,6.058562852395958487e+00,2.000000000000000000e+00,1.161419227894305806e+01,1.333634341900298921e+02
1.326884332399094291e+01,5.716055202528766088e+00,2.000000000000000000e+00,1.411141861839743861e+01,2.089931474847559230e+02
9.449792138859375967e+00,4.067973984968124235e+00,2.000000000000000000e+00,1.258548300820545407e+01,1.577423650849195553e+02
1.443165847507293975e+01,6.728820130343317274e+00,2.000000000000000000e+00,1.821185856375194234e+01,3.359310149940032488e+02
8.975584856405967926e+00,3.536998582440256556e+00,2.000000000000000000e+00,1.165066128128133016e+01,1.527983416390056561e+02
8.331964050270212141e+00,4.083299315984366018e+00,2.000000000000000000e+00,1.312146649182622937e+01,1.709102111752626740e+02
1.162844063180582488e+01,6.712947708695593541e+00,2.000000000000000000e+00,1.324369164541073118e+01,1.838720300591040200e+02
1.124169244699124981e+01,5.285929550850588576e+00,2.000000000000000000e+00,1.238060858060251235e+01,1.567830358783124041e+02
9.960932297318537465e+00,5.057425877308450168e+00,2.000000000000000000e+00,1.387266915282334878e+01,1.964373080330769028e+02
8.469885009272932308e+00,5.142529528252329563e+00,2.000000000000000000e+00,1.008883186007412647e+01,9.686046848588894420e+01
7.165851604025302635e+00,3.908385179584794145e+00,2.000000000000000000e+00,1.100485806317768223e+01,1.297468653666921625e+02
1.018754904744100998e+01,5.728610827666006600e+00,2.000000000000000000e+00,1.266739004788632883e+01,1.533854425454097736e+02
1.380781112661143872e+01,6.052453788112797994e+00,2.000000000000000000e+00,1.641283252940673165e+01,2.643447211777927919e+02
7.572061267309353028e+00,3.029421806453695076e+00,2.000000000000000000e+00,8.851771375286825005e+00,7.326022792377007420e+01
1.047220238619858002e+01,4.576729880187236255e+00,2.000000000000000000e+00,1.426684996844758935e+01,2.073206238077925150e+02
6.464568068619736430e+00,3.693089049823868208e+00,2.000000000000000000e+00,1.040663965204345232e+01,1.354246185620641540e+02
1.079494585308396815e+01,4.586490156017845266e+00,2.000000000000000000e+00,1.323686580852981365e+01,1.756502986884656536e+02
1.140327487546997709e+01,6.454695974494828903e+00,2.000000000000000000e+00,1.371420041541155399e+01,1.798687953412283491e+02
7.041816148235218620e+00,3.275235968186458457e+00,2.000000000000000000e+00,8.726359862560761016e+00,8.733079729100995792e+01
8.340649230574396000e+00,4.095003831023657170e+00,2.000000000000000000e+00,7.992550208562505532e+00,5.029959280856186865e+01
