1.108690354740056527e+01,6.155904926308719993e+00,2.060818980508912546e+01,7.000000000000000000e+02
8.552957210152261069e+00,4.752177202104921783e+00,2.021010193287052559e+01,7.000000000000000000e+02
1.155243314166677138e+01,5.695883768287404614e+00,2.124787380300118045e+01,7.000000000000000000e+02
1.426023625612102030e+01,7.107862324013312971e+00,2.084188776417131450e+01,7.000000000000000000e+02
1.059175043288735552e+01,4.395522640146591442e+00,2.065393977965586458e+01,7.000000000000000000e+02
8.857898727331846800e+00,4.197184134548557211e+00,1.980692087703742033e+01,7.000000000000000000e+02
7.170691433515482771e+00,3.630940604205723510e+00,6.196948938915186389e+00,7.000000000000000000e+02
7.867160394309867577e+00,3.723563108929104359e+00,6.237888796887080645e+00,7.000000000000000000e+02
9.143516916143882511e+00,5.570158246080634257e+00,2.190968317971941204e+01,7.000000000000000000e+02
7.203807745739988277e+00,4.556888217083362669e+00,6.642684236084295257e+00,7.000000000000000000e+02
8.065194736212541571e+00,3.148728988020989217e+00,9.085141413747900074e+00,7.000000000000000000e+02
1.126888641550491954e+01,5.835614510278238853e+00,2.060404501815871470e+01,7.000000000000000000e+02
1.270228796474931698e+01,5.394090320633306845e+00,1.983612644549195281e+01,7.000000000000000000e+02
9.246287952954890699e+00,4.743916627790951246e+00,2.018815787512404825e+01,7.000000000000000000e+02
1.516313805720351482e+01,8.038466516761552327e+00,2.162204770361562822e+01,7.000000000000000000e+02
1.446031986155111149e+01,6.652825518443470365e+00,2.070939336731373004e+01,7.000000000000000000e+02
9.806209427511840104e+00,4.619058059968512708e+00,1.913891422456743285e+01,7.000000000000000000e+02
1.004020495924033618e+01,5.574859556232205193e+00,1.941295759049887693e+01,7.000000000000000000e+02
1.069333730200843746e+01,4.557307652735959280e+00,1.915800520900533144e+01,7.000000000000000000e+02
8.605191194672626054e+00,4.603644018490040679e+00,1.672870322090072293e+01,7.000000000000000000e+02
1.107846831606268267e+01,4.810203318306903952e+00,2.032774378794133341e+01,7.000000000000000000e+02
8.823042421340620223e+00,4.347070725814607961e+00,2.089156645058379880e+01,7.000000000000000000e+02
8.798225310905142038e+00,5.084937826671334093e+00,2.167183272411218553e+01,7.000000000000000000e+02
1.030407737597454876e+01,4.575121499065185837e+00,2.016795455885259969e+01,7.000000000000000000e+02
1.114744245625600172e+01,4.638953125030479185e+00,2.034283644712634143e+01,7.000000000000000000e+02
1.237881420459789439e+01,6.540799321544064959e+00,2.043059033709741001e+01,7.000000000000000000e+02
9.326619455034494521e+00,4.118136036381708109e+00,1.987097488769306963e+01,7.000000000000000000e+02
1.167999183985906875e+01,6.598388828846653453e+00,2.075979771782562011e+01,7.000000000000000000e+02
9.842605393025795735e+00,4.012974016267002675e+00,1.944587883387837834e+01,7.000000000000000000e+02
9.945818222997850455e+00,4.448263786088807237e+00,2.053295686521038377e+01,7.000000000000000000e+02
9.506328032158638308e+00,4.012598160625270083e+00,1.976871428728151159e+01,7.000000000000000000e+02
7.364589979167170064e+00,3.243014233912772326e+00,8.000765974743886844e+00,7.000000000000000000e+02
1.208772049709449981e+01,5.935488453820395804e+00,1.838383584218338740e+01,7.000000000000000000e+02
6.622316046225915187e+00,3.110982558473336823e+00,6.564400919486596209e+00,7.000000000000000000e+02
7.156867136403602281e+00,3.875815669583592360e+00,6.711887462148552252e+00,7.000000000000000000e+02
8.678853677182427617e+00,4.468921996013230924e+00,2.018330558643540584e+01,7.000000000000000000e+02
8.260543143542262712e+00,3.850505147873181322e+00,8.946974125634419295e+00,7.000000000000000000e+02
1.291616226972352877e+01,6.681353538109464196e+00,2.119662414732834677e+01,7.000000000000000000e+02
7.572235397227403908e+00,3.916031682979574491e+00,9.137943492129259937e+00,7.000000000000000000e+02
1.003893383034947462e+01,5.911619600958883503e+00,1.919772318824153601e+01,7.000000000000000000e+02
1.152136838335591840e+01,6.310047684410024615e+00,2.095715484390497352e+01,7.000000000000000000e+02
1.115487064956741747e+01,4.972460122561784601e+00,2.012336951091776172e+01,7.000000000000000000e+02
1.133617415648611448e+01,5.798179916062530026e+00,2.068365910025930887e+01,7.000000000000000000e+02
7.398380944143591265e+00,4.627724215163827814e+00,6.436173840250259737e+00,7.000000000000000000e+02
6.425170755094381292e+00,3.569708306183096536e+00,7.296277246322293131e+00,7.000000000000000000e+02
1.014682181876855616e+01,5.292048212329566681e+00,2.283699683601549069e+01,7.000000000000000000e+02
9.369037244793020136e+00,4.946496636464779328e+00,1.973049245123207740e+01,7.000000000000000000e+02
7.435237304632273947e+00,3.587574659554728207e+00,7.719966585479998145e+00,7.000000000000000000e+02
1.215425404744550342e+01,5.432174819203992477e+00,1.854259468921857135e+01,7.000000000000000000e+02
7.187418386510197266e+00,4.024777810725591820e+00,8.760945562597427738e+00,7.000000000000000000e+02
1.161124354265437653e+01,6.393146475229732673e+00,2.142555588841893766e+01,7.000000000000000000e+02
7.677615484265425394e+00,4.448281141205590927e+00,7.247139934093389968e+00,7.000000000000000000e+02
9.059448816663401516e+00,4.437695732119951941e+00,2.045265209538047557e+01,7.000000000000000000e+02
7.117579336567114723e+00,4.099629054243578707e+00,7.506722631966793458e+00,7.000000000000000000e+02
5.946348342323881653e+00,3.193676502492980518e+00,4.559217692515282749e+00,7.000000000000000000e+02
7.810765198556712363e+00,3.657727956441333639e+00,6.964816911722404136e+00,7.000000000000000000e+02
7.232465027440857952e+00,2.831304604940780401e+00,7.875127573527572977e+00,7.000000000000000000e+02
7.899459066584897826e+00,4.757626817169033906e+00,7.661667543329223840e+00,7.000000000000000000e+02
9.168159168208944720e+00,3.999498872885553613e+00,2.116789125700561414e+01,7.000000000000000000e+02
1.147066998606353927e+01,5.636629197431489935e+00,2.067368600574643267e+01,7.000000000000000000e+02
8.733777442324946350e+00,4.104358982672192013e+00,2.073702753920742126e+01,7.000000000000000000e+02
7.990154843953194863e+00,4.518851416812398547e+00,8.490014296277903938e+00,7.000000000000000000e+02
1.119852972863919938e+01,5.739822760170481430e+00,1.984046186879767149e+01,7.000000000000000000e+02
7.582704874208094026e+00,3.332071797814091685e+00,7.327266626425221752e+00,7.000000000000000000e+02
5.553903545939350650e+00,2.749382980193031401e+00,5.908038071935969526e+00,7.000000000000000000e+02
8.456061599613715174e+00,3.755528558892021529e+00,7.642821805351080577e+00,7.000000000000000000e+02
1.579031409174019984e+01,8.053798834807102125e+00,2.052529362519378253e+01,7.000000000000000000e+02
1.326884631000936743e+01,6.139181337491429247e+00,1.988740758193451086e+01,7.000000000000000000e+02
1.113647242839480178e+01,4.604046359510267195e+00,2.037268587800400965e+01,7.000000000000000000e+02
