1.029453624359346620e+01,5.147452534432312099e+00,4.934156718062205016e+00,1.458463535005485845e+01,2.000000000000000000e+02
1.213405398264089641e+01,5.645932948625095094e+00,4.530282181756614790e+00,1.672373870258601514e+01,2.000000000000000000e+02
9.171292542421308980e+00,5.214119447184685896e+00,6.138184795963594453e+00,1.449418225306487784e+01,2.000000000000000000e+02
1.034770988684522308e+01,5.320658426297893762e+00,5.867617342595742969e+00,1.735582584618270019e+01,2.000000000000000000e+02
8.290680606614159842e+00,5.075135989105278966e+00,6.053223443116881874e+00,1.561386282893033695e+01,2.000000000000000000e+02
1.286017156754355995e+01,6.560389403085465254e+00,6.901257804580563260e+00,1.956383640038175642e+01,2.000000000000000000e+02
1.033136170992090896e+01,5.463012756068205356e+00,6.939735450456078425e+00,1.712513838027842894e+01,2.000000000000000000e+02
1.035800441293590168e+01,4.433429137811091714e+00,8.810708111575971557e+00,1.825852638085923374e+01,2.000000000000000000e+02
1.079421762730431489e+01,6.358328091347773103e+00,1.186317543632613436e+00,1.280147823875724633e+01,2.000000000000000000e+02
5.320932192262048055e+00,2.515426148748225010e+00,8.780271898516364359e+00,1.466487535001458298e+01,2.000000000000000000e+02
1.009207583917872242e+01,5.989105071080560450e+00,9.395483482541720832e+00,1.986746864132798862e+01,2.000000000000000000e+02
7.291662900777263090e+00,2.654078090591589056e+00,8.986022291552789198e+00,1.856073842097223903e+01,2.000000000000000000e+02
7.206200476021354717e+00,3.339856179850644757e+00,1.700077464934166560e+00,9.129863598604217145e+00,2.000000000000000000e+02
1.075465387882291424e+01,5.732892298816034682e+00,1.909512458647917299e+00,1.122456284179483710e+01,2.000000000000000000e+02
9.647359979542857289e+00,5.733899982747395541e+00,1.670410015243992685e+00,1.210956575968364213e+01,2.000000000000000000e+02
8.866119633167839353e+00,3.977081685199350680e+00,4.716240695598830079e+00,1.157800319964336921e+01,2.000000000000000000e+02
8.821101980663915043e+00,4.028388672853003172e+00,6.061223282414007762e-01,9.847628129560904497e+00,2.000000000000000000e+02
7.733592733271590802e+00,2.983810644546445623e+00,2.301368324136034982e+00,1.052967013631617554e+01,2.000000000000000000e+02
8.005518369945116675e+00,4.711506050928836231e+00,9.574687131636339110e-02,8.547350749470412623e+00,2.000000000000000000e+02
1.059203187318865780e+01,6.094361997740195491e+00,7.086391392591524507e+00,1.761943058933411521e+01,2.000000000000000000e+02
1.264728863434792849e+01,7.208092422112565956e+00,9.185697234101521502e+00,2.263680962561955567e+01,2.000000000000000000e+02
9.521374689461975294e+00,4.308273774699451941e+00,6.721542132612485787e+00,1.454886168673643176e+01,2.000000000000000000e+02
