5.000000000000000000e+00,2.182016919743140271e+00,9.722788155397836363e+00,1.588640789382001728e+01,2.459840026669380961e+02
5.000000000000000000e+00,2.154733678552090304e+00,4.672880049780081535e-01,4.570223464134965496e+00,3.175703311524116401e+01
5.000000000000000000e+00,2.712863924912951141e+00,8.726364436081233578e+00,1.398759267088732905e+01,1.880123939924095566e+02
5.000000000000000000e+00,1.705081538908607364e+00,8.216799165781806025e+00,1.287547136401623149e+01,1.719018256027519840e+02
5.000000000000000000e+00,2.353568015624217580e+00,7.168544891605847624e+00,1.216864167766749460e+01,1.403557490874803761e+02
5.000000000000000000e+00,2.763909574776848288e+00,5.905524252677323283e+00,9.452424019660389476e+00,9.523297560167533504e+01
5.000000000000000000e+00,2.769212132709166774e+00,5.350637904760933594e+00,9.493407070984551055e+00,1.028830322494477088e+02
5.000000000000000000e+00,1.988844457343557526e+00,5.165417151780480332e+00,9.098857130264923043e+00,9.652077111251151109e+01
5.000000000000000000e+00,3.468035766904821848e+00,1.829089529242228229e+00,6.049912463182747224e+00,4.349371658825113229e+01
5.000000000000000000e+00,2.544308127493416727e+00,1.628652097691714040e+00,6.831469307101964539e+00,4.291772580550557592e+01
5.000000000000000000e+00,2.651200251134419705e+00,5.991727400674827564e+00,8.377699513871345260e+00,6.220587876429080865e+01
5.000000000000000000e+00,1.728437132200488779e+00,5.605963622937643720e+00,1.105440484195830386e+01,1.378031425654531006e+02
5.000000000000000000e+00,1.873517028717937016e+00,1.769685673086083266e+00,6.868523846349750883e+00,4.572151215505363098e+01
5.000000000000000000e+00,2.687150335748907715e+00,2.713151586965000028e+00,8.241854563521446408e+00,6.781440622408658214e+01
5.000000000000000000e+00,1.803533644725234586e+00,2.257978023754159125e-02,4.519534519040942833e+00,3.456863801693450000e+01
5.000000000000000000e+00,3.237032844193591163e+00,5.207296511754164747e+00,1.055477070775188331e+01,1.116814953596689577e+02
5.000000000000000000e+00,3.107906078790882987e+00,4.453688229539026544e+00,8.690536566989546685e+00,7.937499479056121743e+01
5.000000000000000000e+00,2.599175220508218143e+00,9.202602869343902370e+00,1.484140017049023363e+01,2.205932510000851323e+02
5.000000000000000000e+00,1.874679348694372916e+00,3.587693627169532551e+00,8.524636217559979912e+00,6.996996055949975357e+01
5.000000000000000000e+00,2.975513894415461102e+00,4.914305309291711055e-01,7.580494827775027034e+00,5.394235022392240353e+01
5.000000000000000000e+00,3.174586541649878857e+00,1.782459133372223947e+00,6.383861811133547448e+00,3.535197507327389843e+01
5.000000000000000000e+00,1.821340767566201224e+00,2.470789207459024084e+00,7.342638548635044060e+00,5.057297041248315850e+01
5.000000000000000000e+00,2.208808873763610237e+00,8.249797117604107388e-01,4.870036662974544406e+00,3.359924561218852546e+01
