5.986442678172292808e+00,1.000000000000000000e+00,6.194047389629357525e+00
1.341760307780021577e+01,1.000000000000000000e+00,2.296903705893214820e+01
1.160333214922158618e+01,1.000000000000000000e+00,2.260051600630754010e+01
7.570085373363051318e+00,1.000000000000000000e+00,9.447309416937320847e+00
1.162876158679371308e+01,1.000000000000000000e+00,2.052678857059411044e+01
8.367642072860013158e+00,1.000000000000000000e+00,1.015209741721882608e+01
1.042878160453706116e+01,1.000000000000000000e+00,2.095969932256367940e+01
7.208152657155573628e+00,1.000000000000000000e+00,9.500579535850445012e+00
1.044482997397456536e+01,1.000000000000000000e+00,2.052269533825990422e+01
1.320735593863533452e+01,1.000000000000000000e+00,2.043601998770563100e+01
1.093015429973285890e+01,1.000000000000000000e+00,2.056711639135803438e+01
9.810546241558817826e+00,1.000000000000000000e+00,2.034507469380666578e+01
9.228561353870571082e+00,1.000000000000000000e+00,2.175307305806788705e+01
9.521908151994194824e+00,1.000000000000000000e+00,2.064261699474082334e+01
8.062319725788588798e+00,1.000000000000000000e+00,1.074998171672532088e+01
1.387096342658642634e+01,1.000000000000000000e+00,2.220483397225339317e+01
9.216321913442524050e+00,1.000000000000000000e+00,2.181811949304861642e+01
6.172802713728488655e+00,1.000000000000000000e+00,6.095964201866769017e+00
8.905805229584187188e+00,1.000000000000000000e+00,2.020747288124527685e+01
9.309125188782749305e+00,1.000000000000000000e+00,2.107537537489418966e+01
6.843329757629437182e+00,1.000000000000000000e+00,6.627136821717854787e+00
8.556323197192561736e+00,1.000000000000000000e+00,1.975839446662576648e+01
8.011496005522449337e+00,1.000000000000000000e+00,6.745083564308896662e+00
9.642883506629416956e+00,1.000000000000000000e+00,1.991647155838296968e+01
1.271696979965711272e+01,1.000000000000000000e+00,2.022612607584594357e+01
1.033665382270971733e+01,1.000000000000000000e+00,2.181644787517259587e+01
8.404039109507843719e+00,1.000000000000000000e+00,9.365604238548712601e+00
1.306509535062033756e+01,1.000000000000000000e+00,2.074852911068252581e+01
1.046843946411662252e+01,1.000000000000000000e+00,2.102922701052636256e+01
1.006413444709707150e+01,1.000000000000000000e+00,2.263912058473059474e+01
9.823544482777931464e+00,1.000000000000000000e+00,1.999297200970725541e+01
1.045100735450381713e+01,1.000000000000000000e+00,2.051838627063792231e+01
5.040105501111522557e+00,1.000000000000000000e+00,5.661119105719981448e+00
8.740222856283908826e+00,1.000000000000000000e+00,2.027411978014591654e+01
8.300948595220621229e+00,1.000000000000000000e+00,7.607682198827139253e+00
9.461057877669167837e+00,1.000000000000000000e+00,2.152192572985898877e+01
1.042189966080155727e+01,1.000000000000000000e+00,2.091589620039514941e+01
1.015833469531298405e+01,1.000000000000000000e+00,1.905856655066206429e+01
1.080919142011864587e+01,1.000000000000000000e+00,2.078182154703396023e+01
8.908539271489310352e+00,1.000000000000000000e+00,2.064478444600791818e+01
1.132832736983930744e+01,1.000000000000000000e+00,2.015500003939163776e+01
8.789861830680337107e+00,1.000000000000000000e+00,2.286093293462969100e+01
9.443146447598202542e+00,1.000000000000000000e+00,2.207628917413259728e+01
1.045400839651016334e+01,1.000000000000000000e+00,2.180391117330444217e+01
7.613740272238333162e+00,1.000000000000000000e+00,7.807560962021877771e+00
1.397150438262507066e+01,1.000000000000000000e+00,2.154893415689159397e+01
1.107544370583843296e+01,1.000000000000000000e+00,2.206541411522232110e+01
9.725469088088653180e+00,1.000000000000000000e+00,2.212800174943052767e+01
